Product_norm,Product,Code,COG_category,COG_super_category
segregation/condensation protein a,segregation/condensation protein A,AKYG,L,Information storage and processing
sensor domain-containing diguanylate cyclase,sensor domain-containing diguanylate cyclase,AKZC,L,Information storage and processing
sensor domain-containing protein,sensor domain-containing protein,AKZE,L,Information storage and processing
sensor histidine kinase,sensor histidine kinase,AKZF,L,Information storage and processing
(deoxy)nucleoside triphosphate pyrophosphohydrolase,(deoxy)nucleoside triphosphate pyrophosphohydrolase,AL,L,Information storage and processing
serine aminopeptidase domain-containing protein,serine aminopeptidase domain-containing protein,ALAT,L,Information storage and processing
serine hydrolase domain-containing protein,serine hydrolase domain-containing protein,ALBD,L,Information storage and processing
serine protease,serine protease,ALBJ,L,Information storage and processing
serine/threonine protein kinase,serine/threonine protein kinase,ALCZ,L,Information storage and processing
serine/threonine protein kinase prkt,serine/threonine protein kinase PrkT,ALDC,L,Information storage and processing
serine/threonine-protein kinase,serine/threonine-protein kinase,ALDH,L,Information storage and processing
serine/threonine-protein kinase pknd,serine/threonine-protein kinase PknD,ALDJ,L,Information storage and processing
single-stranded dna binding protein,single-stranded DNA binding protein,ALIE,L,Information storage and processing
single-stranded dna-binding protein,single-stranded DNA-binding protein,ALIG,L,Information storage and processing
single-stranded dna-binding protein ssb1,single-stranded DNA-binding protein SSB1,ALIH,L,Information storage and processing
single-stranded dna-binding protein ssb2,single-stranded DNA-binding protein SSB2,ALII,L,Information storage and processing
single-stranded-dna-specific exonuclease recj,single-stranded-DNA-specific exonuclease RecJ,ALIL,L,Information storage and processing
site-specific dna recombinase,site-specific DNA recombinase,ALIZ,L,Information storage and processing
site-specific dna-methyltransferase,site-specific DNA-methyltransferase,ALJB,L,Information storage and processing
site-specific integrase,site-specific integrase,ALJC,L,Information storage and processing
site-specific recombinase,site-specific recombinase,ALJD,L,Information storage and processing
site-specific tyrosine recombinase xerc,site-specific tyrosine recombinase XerC,ALJI,L,Information storage and processing
site-specific tyrosine recombinase xerd,site-specific tyrosine recombinase XerD,ALJJ,L,Information storage and processing
site-specific tyrosine recombinase/integron integrase,site-specific tyrosine recombinase/integron integrase,ALJK,L,Information storage and processing
spore photoproduct lyase,spore photoproduct lyase,ALTC,L,Information storage and processing
spore photoproduct lyase family protein,spore photoproduct lyase family protein,ALTD,L,Information storage and processing
stability determinant,stability determinant,ALWH,L,Information storage and processing
stalk domain-containing protein,stalk domain-containing protein,ALYH,L,Information storage and processing
strawberry notch c-terminal domain-containing protein,strawberry notch C-terminal domain-containing protein,AMBA,L,Information storage and processing
strawberry notch family protein,strawberry notch family protein,AMBB,L,Information storage and processing
strawberry notch-like ntp hydrolase domain-containing protein,strawberry notch-like NTP hydrolase domain-containing protein,AMBC,L,Information storage and processing
substrate-binding domain-containing protein,substrate-binding domain-containing protein,AMFH,L,Information storage and processing
succinoglycan biosynthesis protein exoi,succinoglycan biosynthesis protein ExoI,AMHF,L,Information storage and processing
succinoglycan biosynthesis protein exoi,succinoglycan biosynthesis protein exoi,AMHJ,L,Information storage and processing
sulfotransferase family 2 domain-containing protein,sulfotransferase family 2 domain-containing protein,AMMG,L,Information storage and processing
asch domain-containing protein,ASCH domain-containing protein,AMR,L,Information storage and processing
trna1(val) (adenine(37)-n6)-methyltransferase,tRNA1(Val) (adenine(37)-N6)-methyltransferase,AMTE,L,Information storage and processing
tail fiber assembly protein,tail fiber assembly protein,AMTX,L,Information storage and processing
tail fiber domain-containing protein,tail fiber domain-containing protein,AMTY,L,Information storage and processing
tail fiber protein,tail fiber protein,AMTZ,L,Information storage and processing
tape measure protein,tape measure protein,AMUR,L,Information storage and processing
tectonin domain-containing protein,tectonin domain-containing protein,AMVF,L,Information storage and processing
telomere-binding protein,telomere-binding protein,AMWZ,L,Information storage and processing
terminase,terminase,AMXI,L,Information storage and processing
terminase atpase subunit family protein,terminase ATPase subunit family protein,AMXK,L,Information storage and processing
terminase endonuclease subunit,terminase endonuclease subunit,AMXN,L,Information storage and processing
terminase gpa endonuclease subunit,terminase gpA endonuclease subunit,AMXP,L,Information storage and processing
terminase gpp n-terminus-related dna-binding protein,terminase gpP N-terminus-related DNA-binding protein,AMXQ,L,Information storage and processing
terminase large subunit domain-containing protein,terminase large subunit domain-containing protein,AMXS,L,Information storage and processing
terminase small subunit,terminase small subunit,AMXT,L,Information storage and processing
tetratricopeptide repeat protein,tetratricopeptide repeat protein,ANBE,L,Information storage and processing
thermonuclease family protein,thermonuclease family protein,ANBT,L,Information storage and processing
tol-pal system ybgf family protein,tol-pal system YbgF family protein,ANHR,L,Information storage and processing
toll/interleukin-1 receptor domain-containing protein,toll/interleukin-1 receptor domain-containing protein,ANHW,L,Information storage and processing
topoisomerase c-terminal repeat-containing protein,topoisomerase C-terminal repeat-containing protein,ANID,L,Information storage and processing
topoisomerase dna-binding c4 zinc finger domain-containing protein,topoisomerase DNA-binding C4 zinc finger domain-containing protein,ANIE,L,Information storage and processing
toprim domain-containing protein,toprim domain-containing protein,ANII,L,Information storage and processing
trans-aconitate 2-methyltransferase,trans-aconitate 2-methyltransferase,ANKT,L,Information storage and processing
transcription-repair coupling factor,transcription-repair coupling factor,ANMR,L,Information storage and processing
transcriptional regulator,transcriptional regulator,ANNL,L,Information storage and processing
transglycosylase slt domain-containing protein,transglycosylase SLT domain-containing protein,ANUH,L,Information storage and processing
translesion error-prone dna polymerase v autoproteolytic subunit,translesion error-prone DNA polymerase V autoproteolytic subunit,ANVT,L,Information storage and processing
translesion error-prone dna polymerase v subunit umuc,translesion error-prone DNA polymerase V subunit UmuC,ANVW,L,Information storage and processing
transporter,transporter,ANWO,L,Information storage and processing
transporter substrate-binding domain-containing protein,transporter substrate-binding domain-containing protein,ANWS,L,Information storage and processing
transposase,transposase,ANWV,L,Information storage and processing
transposase dna-binding-containing protein,transposase DNA-binding-containing protein,ANWW,L,Information storage and processing
